Season,Week,Name,Fan_Vote_Mean,Fan_Vote_Std,Judge_Score,Result,Method,Judge_Save_Rule,results
2,2,Jerry Rice,0.104686509102234,0.108626309544196,180.16660000000002,Safe,rank,False,2nd Place
2,2,Giselle Fernandez,0.120664122970329,0.113425296587604,69.0,Safe,rank,False,Eliminated Week 3
2,2,Master P,0.151235108194121,0.105997779133235,50.0,Safe,rank,False,Eliminated Week 4
2,2,Drew Lachey,0.100328752402574,0.103309518123718,219.4998,Safe,rank,False,1st Place
2,3,Tia Carrere,0.0887353306679939,0.0888648123108334,115.0,Safe,rank,False,Eliminated Week 5
2,3,George Hamilton,0.146206676755256,0.12134253464913,130.0,Safe,rank,False,Eliminated Week 6
2,3,Lisa Rinna,0.155954548796026,0.103477689977422,168.5,Safe,rank,False,Eliminated Week 7
2,3,Stacy Keibler,0.122607891893173,0.117204350893363,220.16649999999998,Safe,rank,False,3rd Place
2,3,Jerry Rice,0.180145242689759,0.0933493222301493,180.16660000000002,Safe,rank,False,2nd Place
2,3,Giselle Fernandez,0.00986692148701338,0.017375544221008,69.0,Eliminated,rank,False,Eliminated Week 3
2,3,Master P,0.219967279448559,0.12618994622731,50.0,Safe,rank,False,Eliminated Week 4
2,3,Drew Lachey,0.0765161082622171,0.0953630367996373,219.4998,Safe,rank,False,1st Place
2,4,Tia Carrere,0.104872912910798,0.11141413801894,115.0,Safe,rank,False,Eliminated Week 5
2,4,George Hamilton,0.240265064831275,0.118146819934445,130.0,Safe,rank,False,Eliminated Week 6
2,4,Lisa Rinna,0.167800180408886,0.111926227751642,168.5,Safe,rank,False,Eliminated Week 7
2,4,Stacy Keibler,0.123746446390911,0.123598490305733,220.16649999999998,Safe,rank,False,3rd Place
2,4,Jerry Rice,0.210356436603601,0.0925977880700523,180.16660000000002,Safe,rank,False,2nd Place
2,4,Master P,0.0972694345131335,0.0474967687884704,50.0,Eliminated,rank,False,Eliminated Week 4
2,4,Drew Lachey,0.0556895243413922,0.0784081490204389,219.4998,Safe,rank,False,1st Place
2,5,Tia Carrere,0.076643061535667,0.070138766186475,115.0,Eliminated,rank,False,Eliminated Week 5
2,5,George Hamilton,0.283648491446557,0.144928959010493,130.0,Safe,rank,False,Eliminated Week 6
2,5,Lisa Rinna,0.188887372054164,0.133745300992511,168.5,Safe,rank,False,Eliminated Week 7
2,5,Stacy Keibler,0.145014702615795,0.146297277099563,220.16649999999998,Safe,rank,False,3rd Place
2,5,Jerry Rice,0.246493411181954,0.11595330514339,180.16660000000002,Safe,rank,False,2nd Place
2,5,Drew Lachey,0.0593129611658604,0.0913339773124196,219.4998,Safe,rank,False,1st Place
2,6,George Hamilton,0.160263966021867,0.0955218044767356,130.0,Eliminated,rank,False,Eliminated Week 6
2,6,Lisa Rinna,0.222049746680443,0.14835202040915,168.5,Safe,rank,False,Eliminated Week 7
2,6,Stacy Keibler,0.197172814109157,0.184457721879517,220.16649999999998,Safe,rank,False,3rd Place
2,6,Jerry Rice,0.355860098227802,0.125044999883558,180.16660000000002,Safe,rank,False,2nd Place
2,6,Drew Lachey,0.0646533749607278,0.102594883137154,219.4998,Safe,rank,False,1st Place
2,7,Lisa Rinna,0.191105642616497,0.128471440103199,168.5,Eliminated,rank,False,Eliminated Week 7
2,7,Stacy Keibler,0.243549479445513,0.212669917590549,220.16649999999998,Safe,rank,False,3rd Place
2,7,Jerry Rice,0.491312780445546,0.174134157216253,180.16660000000002,Safe,rank,False,2nd Place
2,7,Drew Lachey,0.0740320974924423,0.116735343390334,219.4998,Safe,rank,False,1st Place
2,8,Stacy Keibler,0.285614956259665,0.236092504776901,220.16649999999998,Safe,rank,False,3rd Place
2,8,Jerry Rice,0.626152777508292,0.252045037748784,180.16660000000002,Safe,rank,False,2nd Place
2,8,Drew Lachey,0.0882322662320421,0.140930592348011,219.4998,Safe,rank,False,1st Place
3,1,Harry Hamlin,0.0959262628952665,0.095793040004524,60.0,Safe,percent,False,Eliminated Week 3
3,1,Vivica A. Fox,0.0995572874453313,0.0934748501401164,97.0,Safe,percent,False,Eliminated Week 4
3,1,Monique Coleman,0.100966987386681,0.108748462601646,199.5,Safe,percent,False,Eliminated Week 8
3,1,Joey Lawrence,0.087006047683287,0.0884345345016916,233.0,Safe,percent,False,3rd Place
3,1,Mario Lopez,0.10427681722664,0.104387775213514,268.6666,Safe,percent,False,2nd Place
3,1,Emmitt Smith,0.0998436901910309,0.0977299503944333,257.6666,Safe,percent,False,1st Place
3,1,Shanna Moakler,0.101975526142272,0.102172524783682,40.0,Safe,percent,False,Eliminated Week 2
3,1,Willa Ford,0.0903967589924474,0.0941613643958876,122.0,Safe,percent,False,Eliminated Week 5
3,1,Sara Evans,0.108812989130226,0.101821668815342,105.0,Safe,percent,False,Withdrew
3,1,Jerry Springer,0.097486472853079,0.0874438699686659,143.0,Safe,percent,False,Eliminated Week 7
3,1,Tucker Carlson,0.0137511600537359,0.0132538027705496,12.0,Eliminated,percent,False,Eliminated Week 1
3,2,Harry Hamlin,0.119334660965602,0.0985046155776566,60.0,Safe,percent,False,Eliminated Week 3
3,2,Vivica A. Fox,0.0897470219115301,0.103299391297151,97.0,Safe,percent,False,Eliminated Week 4
3,2,Monique Coleman,0.102269548449622,0.125654426614756,199.5,Safe,percent,False,Eliminated Week 8
3,2,Joey Lawrence,0.0854662882079543,0.0957997511569171,233.0,Safe,percent,False,3rd Place
3,2,Mario Lopez,0.144264849539603,0.132387658498049,268.6666,Safe,percent,False,2nd Place
3,2,Emmitt Smith,0.109848906723427,0.108131770577604,257.6666,Safe,percent,False,1st Place
3,2,Shanna Moakler,0.00496751891141239,0.0079281586378782,40.0,Eliminated,percent,False,Eliminated Week 2
3,2,Willa Ford,0.0994585866210521,0.102885292154407,122.0,Safe,percent,False,Eliminated Week 5
3,2,Sara Evans,0.125671304998371,0.0959723681663329,105.0,Safe,percent,False,Withdrew
3,2,Jerry Springer,0.118971313671422,0.093398910900003,143.0,Safe,percent,False,Eliminated Week 7
3,3,Harry Hamlin,0.0124673392572904,0.0129146334823889,60.0,Eliminated,percent,False,Eliminated Week 3
3,3,Vivica A. Fox,0.0792631839666217,0.0926501713142603,97.0,Safe,percent,False,Eliminated Week 4
3,3,Monique Coleman,0.101192717457566,0.140566979482153,199.5,Safe,percent,False,Eliminated Week 8
3,3,Joey Lawrence,0.130645347527285,0.096324054289776,233.0,Safe,percent,False,3rd Place
3,3,Mario Lopez,0.145355983427207,0.133021399737656,268.6666,Safe,percent,False,2nd Place
3,3,Emmitt Smith,0.142353062207137,0.102594235902291,257.6666,Safe,percent,False,1st Place
3,3,Willa Ford,0.119617801505411,0.0844585384709942,122.0,Safe,percent,False,Eliminated Week 5
3,3,Sara Evans,0.105084838397097,0.0934878498815409,105.0,Safe,percent,False,Withdrew
3,3,Jerry Springer,0.164019726254381,0.114619300691373,143.0,Safe,percent,False,Eliminated Week 7
3,4,Vivica A. Fox,0.00678331692994042,0.0115368945327636,97.0,Eliminated,percent,False,Eliminated Week 4
3,4,Monique Coleman,0.122104888986212,0.182003369342953,199.5,Safe,percent,False,Eliminated Week 8
3,4,Joey Lawrence,0.145317521038468,0.106797238839584,233.0,Safe,percent,False,3rd Place
3,4,Mario Lopez,0.225774395780447,0.159003631468928,268.6666,Safe,percent,False,2nd Place
3,4,Emmitt Smith,0.0992806053821019,0.0774828979495605,257.6666,Safe,percent,False,1st Place
3,4,Willa Ford,0.120651598797109,0.0878887796412349,122.0,Safe,percent,False,Eliminated Week 5
3,4,Sara Evans,0.126868866233159,0.099562332476821,105.0,Safe,percent,False,Withdrew
3,4,Jerry Springer,0.153218806852559,0.122759014613816,143.0,Safe,percent,False,Eliminated Week 7
3,5,Monique Coleman,0.109738224848534,0.127651734244009,199.5,Safe,percent,False,Eliminated Week 8
3,5,Joey Lawrence,0.191634861955848,0.12685847103522,233.0,Safe,percent,False,3rd Place
3,5,Mario Lopez,0.177469001894732,0.128949252166167,268.6666,Safe,percent,False,2nd Place
3,5,Emmitt Smith,0.127474627965432,0.08958921070615,257.6666,Safe,percent,False,1st Place
3,5,Willa Ford,0.0143099918392137,0.0167128981049693,122.0,Eliminated,percent,False,Eliminated Week 5
3,5,Sara Evans,0.215331216432189,0.146868792438137,105.0,Safe,percent,False,Withdrew
3,5,Jerry Springer,0.164042075064048,0.110511775963422,143.0,Safe,percent,False,Eliminated Week 7
3,6,Monique Coleman,0.134320054533387,0.14835889651029,199.5,Safe,percent,False,Eliminated Week 8
3,6,Joey Lawrence,0.25082808988196,0.170581997070223,233.0,Safe,percent,False,3rd Place
3,6,Mario Lopez,0.240338069249016,0.189842556376529,268.6666,Safe,percent,False,2nd Place
3,6,Emmitt Smith,0.163874526931744,0.118198917525464,257.6666,Safe,percent,False,1st Place
3,6,Jerry Springer,0.21063925940389,0.140707233958107,143.0,Safe,percent,False,Eliminated Week 7
3,7,Monique Coleman,0.187287552072333,0.137458417283755,199.5,Safe,percent,False,Eliminated Week 8
3,7,Joey Lawrence,0.329673905353675,0.185655180183951,233.0,Safe,percent,False,3rd Place
3,7,Mario Lopez,0.217190833212239,0.175643832781887,268.6666,Safe,percent,False,2nd Place
3,7,Emmitt Smith,0.207873627793686,0.122503479391674,257.6666,Safe,percent,False,1st Place
3,7,Jerry Springer,0.0579740815680633,0.041139190143267,143.0,Eliminated,percent,False,Eliminated Week 7
3,8,Monique Coleman,0.0720948236356598,0.0559661988359682,199.5,Eliminated,percent,False,Eliminated Week 8
3,8,Joey Lawrence,0.358319544061092,0.199709998036708,233.0,Safe,percent,False,3rd Place
3,8,Mario Lopez,0.29880402858669,0.185191916012261,268.6666,Safe,percent,False,2nd Place
3,8,Emmitt Smith,0.270781603716556,0.139948581440033,257.6666,Safe,percent,False,1st Place
3,9,Joey Lawrence,0.390423512605656,0.222794475887018,233.0,Safe,percent,False,3rd Place
3,9,Mario Lopez,0.318624650831059,0.199848941584375,268.6666,Safe,percent,False,2nd Place
3,9,Emmitt Smith,0.290951836563282,0.160967578432427,257.6666,Safe,percent,False,1st Place
3,10,Mario Lopez,0.506382925706304,0.231703944012818,268.6666,Safe,percent,False,2nd Place
3,10,Emmitt Smith,0.493617074293695,0.231703944012818,257.6666,Safe,percent,False,1st Place
4,1,John Ratzenberger,0.0895951222436859,0.0898507206548809,133.5,Safe,percent,False,Eliminated Week 7
4,1,Ian Ziering,0.0892604599770329,0.0913945150719859,218.5,Safe,percent,False,Eliminated Week 9
4,1,Clyde Drexler,0.0935348322185628,0.0947848022302524,78.0,Safe,percent,False,Eliminated Week 5
4,1,Laila Ali,0.0890146241502365,0.0896804335917435,262.33320000000003,Safe,percent,False,3rd Place
4,1,Apolo Anton Ohno,0.0946007293736263,0.0912049668508713,268.83320000000003,Safe,percent,False,1st Place
4,1,Shandi Finnessey,0.0885845708768748,0.0929934260366972,60.0,Safe,percent,False,Eliminated Week 3
4,1,Paulina Porizkova,0.088761639922404,0.0932811221209789,40.0,Safe,percent,False,Eliminated Week 2
4,1,Heather Mills,0.0923911870905795,0.0906765547103825,133.0,Safe,percent,False,Eliminated Week 6
4,1,Billy Ray Cyrus,0.0899220859575507,0.0908103850908135,152.0,Safe,percent,False,Eliminated Week 8
4,1,Joey Fatone,0.0916670834872189,0.091429687876096,267.6665,Safe,percent,False,2nd Place
4,1,Leeza Gibbons,0.0926676647022269,0.090728713813375,76.0,Safe,percent,False,Eliminated Week 4
4,2,John Ratzenberger,0.103492108908546,0.102840867158703,133.5,Safe,percent,False,Eliminated Week 7
4,2,Ian Ziering,0.0904958432230658,0.0928415368018444,218.5,Safe,percent,False,Eliminated Week 9
4,2,Clyde Drexler,0.134343777620258,0.105747230158751,78.0,Safe,percent,False,Eliminated Week 5
4,2,Laila Ali,0.0864176772621834,0.11106228900296,262.33320000000003,Safe,percent,False,3rd Place
4,2,Apolo Anton Ohno,0.0964669572374644,0.10979994472066,268.83320000000003,Safe,percent,False,1st Place
4,2,Shandi Finnessey,0.123229105220481,0.101478953950979,60.0,Safe,percent,False,Eliminated Week 3
4,2,Paulina Porizkova,0.00250714412664617,0.00484053621036327,40.0,Eliminated,percent,False,Eliminated Week 2
4,2,Heather Mills,0.0913970029445406,0.103304377260266,133.0,Safe,percent,False,Eliminated Week 6
4,2,Billy Ray Cyrus,0.0952575969863444,0.0912458976252211,152.0,Safe,percent,False,Eliminated Week 8
4,2,Joey Fatone,0.0767975126640849,0.0789925605504113,267.6665,Safe,percent,False,2nd Place
4,2,Leeza Gibbons,0.0995952738063857,0.0889586505409212,76.0,Safe,percent,False,Eliminated Week 4
4,3,John Ratzenberger,0.0881177758684993,0.095044238687378,133.5,Safe,percent,False,Eliminated Week 7
4,3,Ian Ziering,0.0841386699755662,0.10490562052677,218.5,Safe,percent,False,Eliminated Week 9
4,3,Clyde Drexler,0.149348107936954,0.128058728368959,78.0,Safe,percent,False,Eliminated Week 5
4,3,Laila Ali,0.161487295911236,0.152702536792192,262.33320000000003,Safe,percent,False,3rd Place
4,3,Apolo Anton Ohno,0.0939731249217335,0.104483555031844,268.83320000000003,Safe,percent,False,1st Place
4,3,Shandi Finnessey,0.00564866362841417,0.00600836509822752,60.0,Eliminated,percent,False,Eliminated Week 3
4,3,Heather Mills,0.0850656728899935,0.104958949784404,133.0,Safe,percent,False,Eliminated Week 6
4,3,Billy Ray Cyrus,0.151118624968675,0.126416197870508,152.0,Safe,percent,False,Eliminated Week 8
4,3,Joey Fatone,0.085344199142537,0.0849268627648933,267.6665,Safe,percent,False,2nd Place
4,3,Leeza Gibbons,0.0957578647563891,0.0907871545540722,76.0,Safe,percent,False,Eliminated Week 4
4,4,John Ratzenberger,0.124060122519933,0.110212830516901,133.5,Safe,percent,False,Eliminated Week 7
4,4,Ian Ziering,0.117441012643032,0.125077934349441,218.5,Safe,percent,False,Eliminated Week 9
4,4,Clyde Drexler,0.162748800933021,0.131660477182537,78.0,Safe,percent,False,Eliminated Week 5
4,4,Laila Ali,0.167999019303887,0.178208626784008,262.33320000000003,Safe,percent,False,3rd Place
4,4,Apolo Anton Ohno,0.114503941619248,0.107014236053415,268.83320000000003,Safe,percent,False,1st Place
4,4,Heather Mills,0.0636904722715224,0.083445563848079,133.0,Safe,percent,False,Eliminated Week 6
4,4,Billy Ray Cyrus,0.167411719906569,0.145674929866907,152.0,Safe,percent,False,Eliminated Week 8
4,4,Joey Fatone,0.070419632273568,0.0797722154926751,267.6665,Safe,percent,False,2nd Place
4,4,Leeza Gibbons,0.0117252785292161,0.0147872074283913,76.0,Eliminated,percent,False,Eliminated Week 4
4,5,John Ratzenberger,0.143926909374303,0.12667626576713,133.5,Safe,percent,False,Eliminated Week 7
4,5,Ian Ziering,0.0964376359784611,0.112908300567246,218.5,Safe,percent,False,Eliminated Week 9
4,5,Clyde Drexler,0.0308588281915502,0.0189504733362641,78.0,Eliminated,percent,False,Eliminated Week 5
4,5,Laila Ali,0.246998123165737,0.213552523124908,262.33320000000003,Safe,percent,False,3rd Place
4,5,Apolo Anton Ohno,0.108797274032567,0.107256938566082,268.83320000000003,Safe,percent,False,1st Place
4,5,Heather Mills,0.078525549932753,0.106844577755427,133.0,Safe,percent,False,Eliminated Week 6
4,5,Billy Ray Cyrus,0.223351731263718,0.175249386961567,152.0,Safe,percent,False,Eliminated Week 8
4,5,Joey Fatone,0.0711039480609073,0.0905869295502933,267.6665,Safe,percent,False,2nd Place
4,6,John Ratzenberger,0.166436601384007,0.132407718703825,133.5,Safe,percent,False,Eliminated Week 7
4,6,Ian Ziering,0.122547938546715,0.120516722482827,218.5,Safe,percent,False,Eliminated Week 9
4,6,Laila Ali,0.16369863193232,0.133811932322684,262.33320000000003,Safe,percent,False,3rd Place
4,6,Apolo Anton Ohno,0.135624994898788,0.110036630778589,268.83320000000003,Safe,percent,False,1st Place
4,6,Heather Mills,0.00577411161135878,0.0118178778656453,133.0,Eliminated,percent,False,Eliminated Week 6
4,6,Billy Ray Cyrus,0.330513345235618,0.188058696590571,152.0,Safe,percent,False,Eliminated Week 8
4,6,Joey Fatone,0.0754043763911898,0.0995328601568621,267.6665,Safe,percent,False,2nd Place
4,7,John Ratzenberger,0.0392804670844232,0.0244274137247059,133.5,Eliminated,percent,False,Eliminated Week 7
4,7,Ian Ziering,0.154073209170371,0.144257810456742,218.5,Safe,percent,False,Eliminated Week 9
4,7,Laila Ali,0.172533742634294,0.150852445031034,262.33320000000003,Safe,percent,False,3rd Place
4,7,Apolo Anton Ohno,0.172618387065356,0.118086065721623,268.83320000000003,Safe,percent,False,1st Place
4,7,Billy Ray Cyrus,0.342426905469829,0.18719376264848,152.0,Safe,percent,False,Eliminated Week 8
4,7,Joey Fatone,0.119067288575725,0.12337003811197,267.6665,Safe,percent,False,2nd Place
4,8,Ian Ziering,0.318403777228586,0.15816493729341,218.5,Safe,percent,False,Eliminated Week 9
4,8,Laila Ali,0.203970936430196,0.13145152720058,262.33320000000003,Safe,percent,False,3rd Place
4,8,Apolo Anton Ohno,0.205098567944946,0.1376897542384,268.83320000000003,Safe,percent,False,1st Place
4,8,Billy Ray Cyrus,0.0845740068973084,0.0382145860957742,152.0,Eliminated,percent,False,Eliminated Week 8
4,8,Joey Fatone,0.187952711498962,0.147632579775332,267.6665,Safe,percent,False,2nd Place
4,9,Ian Ziering,0.0953132691861171,0.0658263426882518,218.5,Eliminated,percent,False,Eliminated Week 9
4,9,Laila Ali,0.351030019281616,0.187220390484676,262.33320000000003,Safe,percent,False,3rd Place
4,9,Apolo Anton Ohno,0.276412319006,0.15974919520715,268.83320000000003,Safe,percent,False,1st Place
4,9,Joey Fatone,0.277244392526264,0.140942517459446,267.6665,Safe,percent,False,2nd Place
4,10,Laila Ali,0.381485456643792,0.191154989461971,262.33320000000003,Safe,percent,False,3rd Place
4,10,Apolo Anton Ohno,0.312693988896318,0.186162885630968,268.83320000000003,Safe,percent,False,1st Place
4,10,Joey Fatone,0.305820554459888,0.162868211446089,267.6665,Safe,percent,False,2nd Place
5,1,Cameron Mathison,0.0906955615442602,0.090192928325197,194.0,Safe,percent,False,Eliminated Week 8
5,1,Jane Seymour,0.0855247288279505,0.0818092049659467,171.0,Safe,percent,False,Eliminated Week 7
5,1,Sabrina Bryan,0.0853016154852818,0.0852103509711698,162.0,Safe,percent,False,Eliminated Week 6
5,1,Jennie Garth,0.0876138403673201,0.0828797862480603,227.5,Safe,percent,False,Eliminated Week 9
5,1,Floyd Mayweather Jr.,0.0952279070459428,0.0862291405712981,83.0,Safe,percent,False,Eliminated Week 4
5,1,Josie Maran,0.00790195671560337,0.00847447750582576,16.0,Eliminated,percent,False,Eliminated Week 1
5,1,Albert Reed,0.0996543083568825,0.100544513246678,42.0,Safe,percent,False,Eliminated Week 2
5,1,Helio Castroneves,0.0858847219387979,0.0905642514406264,266.4999,Safe,percent,False,1st Place
5,1,Mel B,0.0863150508238063,0.0865324464636928,272.33320000000003,Safe,percent,False,2nd Place
5,1,Wayne Newton,0.0993280951854024,0.0936806009025413,52.0,Safe,percent,False,Eliminated Week 3
5,1,Marie Osmond,0.0857316562979246,0.0901207136958388,242.5,Safe,percent,False,3rd Place
5,1,Mark Cuban,0.0908205574108263,0.0919458929905499,102.0,Safe,percent,False,Eliminated Week 5
5,2,Cameron Mathison,0.113678630121831,0.111701912616187,194.0,Safe,percent,False,Eliminated Week 8
5,2,Jane Seymour,0.106740905673994,0.0965171898806148,171.0,Safe,percent,False,Eliminated Week 7
5,2,Sabrina Bryan,0.0802266364972458,0.0827940188036357,162.0,Safe,percent,False,Eliminated Week 6
5,2,Jennie Garth,0.0914777191910424,0.0785445626166248,227.5,Safe,percent,False,Eliminated Week 9
5,2,Floyd Mayweather Jr.,0.103812267487881,0.109023640867825,83.0,Safe,percent,False,Eliminated Week 4
5,2,Albert Reed,0.00373008677874577,0.00537271415128408,42.0,Eliminated,percent,False,Eliminated Week 2
5,2,Helio Castroneves,0.0856309096188822,0.0973110202025964,266.4999,Safe,percent,False,1st Place
5,2,Mel B,0.0765260971945209,0.0686495888550676,272.33320000000003,Safe,percent,False,2nd Place
5,2,Wayne Newton,0.143158954019839,0.103793877650535,52.0,Safe,percent,False,Eliminated Week 3
5,2,Marie Osmond,0.0769748515062552,0.070304988132315,242.5,Safe,percent,False,3rd Place
5,2,Mark Cuban,0.118042941909761,0.0840003859729964,102.0,Safe,percent,False,Eliminated Week 5
5,3,Cameron Mathison,0.120172800858685,0.112468137245076,194.0,Safe,percent,False,Eliminated Week 8
5,3,Jane Seymour,0.106312330279478,0.0921486469247781,171.0,Safe,percent,False,Eliminated Week 7
5,3,Sabrina Bryan,0.0836903263905882,0.088798429577616,162.0,Safe,percent,False,Eliminated Week 6
5,3,Jennie Garth,0.0931135029344293,0.0850442876960301,227.5,Safe,percent,False,Eliminated Week 9
5,3,Floyd Mayweather Jr.,0.15275607572235,0.128261772420173,83.0,Safe,percent,False,Eliminated Week 4
5,3,Helio Castroneves,0.129253190798456,0.125195639799157,266.4999,Safe,percent,False,1st Place
5,3,Mel B,0.0695926548313969,0.0795203845189164,272.33320000000003,Safe,percent,False,2nd Place
5,3,Wayne Newton,0.0212987957411796,0.0102861244346105,52.0,Eliminated,percent,False,Eliminated Week 3
5,3,Marie Osmond,0.085614155979521,0.0879780289986035,242.5,Safe,percent,False,3rd Place
5,3,Mark Cuban,0.138196166463912,0.0964170349963325,102.0,Safe,percent,False,Eliminated Week 5
5,4,Cameron Mathison,0.102523296627414,0.0972376747269389,194.0,Safe,percent,False,Eliminated Week 8
5,4,Jane Seymour,0.0953633860478802,0.0794923288913882,171.0,Safe,percent,False,Eliminated Week 7
5,4,Sabrina Bryan,0.128575844938701,0.104431639617496,162.0,Safe,percent,False,Eliminated Week 6
5,4,Jennie Garth,0.117194432129026,0.101156440973317,227.5,Safe,percent,False,Eliminated Week 9
5,4,Floyd Mayweather Jr.,0.00750700102582602,0.0111031887233896,83.0,Eliminated,percent,False,Eliminated Week 4
5,4,Helio Castroneves,0.163129984632218,0.151757522661564,266.4999,Safe,percent,False,1st Place
5,4,Mel B,0.106817062176283,0.0981774894643613,272.33320000000003,Safe,percent,False,2nd Place
5,4,Marie Osmond,0.141752236839645,0.161335015139165,242.5,Safe,percent,False,3rd Place
5,4,Mark Cuban,0.137136755583004,0.0892950857888583,102.0,Safe,percent,False,Eliminated Week 5
5,5,Cameron Mathison,0.129300343992559,0.110152380520987,194.0,Safe,percent,False,Eliminated Week 8
5,5,Jane Seymour,0.0909857542101217,0.0973981730175036,171.0,Safe,percent,False,Eliminated Week 7
5,5,Sabrina Bryan,0.168181661138118,0.131595226587427,162.0,Safe,percent,False,Eliminated Week 6
5,5,Jennie Garth,0.102560519550355,0.0957574537668409,227.5,Safe,percent,False,Eliminated Week 9
5,5,Helio Castroneves,0.310966815492239,0.149051691382691,266.4999,Safe,percent,False,1st Place
5,5,Mel B,0.119197205609688,0.106162626556251,272.33320000000003,Safe,percent,False,2nd Place
5,5,Marie Osmond,0.0625675942383795,0.0503089732456032,242.5,Safe,percent,False,3rd Place
5,5,Mark Cuban,0.0162401057685378,0.0159243475469376,102.0,Eliminated,percent,False,Eliminated Week 5
5,6,Cameron Mathison,0.167404861585427,0.14904213121171,194.0,Safe,percent,False,Eliminated Week 8
5,6,Jane Seymour,0.140737090169677,0.0778573884089571,171.0,Safe,percent,False,Eliminated Week 7
5,6,Sabrina Bryan,0.0133452798351197,0.015813464186911,162.0,Eliminated,percent,False,Eliminated Week 6
5,6,Jennie Garth,0.151187078074828,0.0968265116850989,227.5,Safe,percent,False,Eliminated Week 9
