Season,Week,Name,Fan_Vote_Mean,Fan_Vote_Std,Judge_Score,Result,Method,Judge_Save_Rule
2,3,Stacy Keibler,0.12260789189317348,0.11720435089336369,27.0,Safe,rank,False
2,3,Jerry Rice,0.180145242689759,0.09334932223014936,19.0,Safe,rank,False
2,3,Giselle Fernandez,0.00986692148701338,0.017375544221008,22.0,Eliminated,rank,False
2,3,Master P,0.21996727944855982,0.12618994622731095,14.0,Safe,rank,False
2,3,Drew Lachey,0.0765161082622171,0.09536303679963731,27.0,Safe,rank,False
2,4,Tia Carrere,0.10487291291079825,0.11141413801894019,25.0,Safe,rank,False
2,4,George Hamilton,0.24026506483127572,0.11814681993444506,21.0,Safe,rank,False
2,4,Lisa Rinna,0.16780018040888697,0.11192622775164233,26.0,Safe,rank,False
2,4,Stacy Keibler,0.1237464463909113,0.12359849030573382,26.0,Safe,rank,False
2,4,Jerry Rice,0.21035643660360145,0.0925977880700523,24.0,Safe,rank,False
2,4,Master P,0.09726943451313351,0.04749676878847045,8.0,Eliminated,rank,False
2,4,Drew Lachey,0.05568952434139221,0.07840814902043895,28.0,Safe,rank,False
2,5,Tia Carrere,0.07664306153566701,0.07013876618647502,22.0,Eliminated,rank,False
2,5,George Hamilton,0.28364849144655785,0.14492895901049382,24.0,Safe,rank,False
2,5,Lisa Rinna,0.18888737205416456,0.13374530099251175,25.0,Safe,rank,False
2,5,Stacy Keibler,0.1450147026157957,0.14629727709956325,30.0,Safe,rank,False
2,5,Jerry Rice,0.2464934111819549,0.11595330514339094,23.0,Safe,rank,False
2,5,Drew Lachey,0.05931296116586044,0.09133397731241963,27.0,Safe,rank,False
2,6,George Hamilton,0.1602639660218678,0.09552180447673567,23.0,Eliminated,rank,False
2,6,Lisa Rinna,0.22204974668044372,0.14835202040915066,27.0,Safe,rank,False
2,6,Stacy Keibler,0.19717281410915777,0.1844577218795178,30.0,Safe,rank,False
2,6,Jerry Rice,0.3558600982278025,0.12504499988355885,23.0,Safe,rank,False
2,6,Drew Lachey,0.06465337496072784,0.10259488313715452,30.0,Safe,rank,False
2,7,Lisa Rinna,0.19110564261649754,0.12847144010319983,26.5,Eliminated,rank,False
2,7,Stacy Keibler,0.24354947944551322,0.21266991759054923,27.5,Safe,rank,False
2,7,Jerry Rice,0.4913127804455461,0.17413415721625353,20.5,Safe,rank,False
2,7,Drew Lachey,0.0740320974924423,0.11673534339033452,27.5,Safe,rank,False
2,8,Stacy Keibler,0.28561495625966526,0.23609250477690133,28.6665,Safe,rank,False
2,8,Jerry Rice,0.6261527775082928,0.25204503774878406,26.666600000000003,Safe,rank,False
2,8,Drew Lachey,0.0882322662320421,0.14093059234801122,28.9998,Safe,rank,False
3,1,Harry Hamlin,0.09592626289526654,0.09579304000452406,17.0,Safe,percent,False
3,1,Vivica A. Fox,0.09955728744533135,0.09347485014011642,22.0,Safe,percent,False
3,1,Monique Coleman,0.10096698738668176,0.10874846260164679,19.0,Safe,percent,False
3,1,Joey Lawrence,0.08700604768328704,0.0884345345016916,21.0,Safe,percent,False
3,1,Mario Lopez,0.10427681722664066,0.10438777521351444,26.0,Safe,percent,False
3,1,Emmitt Smith,0.09984369019103098,0.09772995039443336,24.0,Safe,percent,False
3,1,Shanna Moakler,0.10197552614227239,0.10217252478368258,18.0,Safe,percent,False
3,1,Willa Ford,0.09039675899244745,0.09416136439588767,22.0,Safe,percent,False
3,1,Sara Evans,0.10881298913022618,0.10182166881534287,15.0,Safe,percent,False
3,1,Jerry Springer,0.09748647285307906,0.08744386996866596,16.0,Safe,percent,False
3,1,Tucker Carlson,0.013751160053735919,0.013253802770549607,12.0,Eliminated,percent,False
3,2,Harry Hamlin,0.11933466096560205,0.09850461557765666,21.0,Safe,percent,False
3,2,Vivica A. Fox,0.08974702191153011,0.10329939129715142,24.0,Safe,percent,False
3,2,Monique Coleman,0.1022695484496228,0.12565442661475615,26.0,Safe,percent,False
3,2,Joey Lawrence,0.08546628820795434,0.09579975115691716,29.0,Safe,percent,False
3,2,Mario Lopez,0.14426484953960317,0.13238765849804932,21.0,Safe,percent,False
3,2,Emmitt Smith,0.10984890672342795,0.10813177057760444,24.0,Safe,percent,False
3,2,Shanna Moakler,0.0049675189114123984,0.007928158637878206,22.0,Eliminated,percent,False
3,2,Willa Ford,0.0994585866210521,0.10288529215440771,23.0,Safe,percent,False
3,2,Sara Evans,0.12567130499837137,0.09597236816633298,21.0,Safe,percent,False
3,2,Jerry Springer,0.11897131367142266,0.09339891090000303,19.0,Safe,percent,False
3,3,Harry Hamlin,0.012467339257290443,0.01291463348238898,22.0,Eliminated,percent,False
3,3,Vivica A. Fox,0.07926318396662174,0.09265017131426037,27.0,Safe,percent,False
3,3,Monique Coleman,0.10119271745756696,0.14056697948215355,27.0,Safe,percent,False
3,3,Joey Lawrence,0.1306453475272852,0.09632405428977607,22.0,Safe,percent,False
3,3,Mario Lopez,0.1453559834272076,0.13302139973765675,22.0,Safe,percent,False
3,3,Emmitt Smith,0.14235306220713717,0.10259423590229184,19.0,Safe,percent,False
3,3,Willa Ford,0.1196178015054119,0.08445853847099426,22.0,Safe,percent,False
3,3,Sara Evans,0.10508483839709737,0.0934878498815409,25.0,Safe,percent,False
3,3,Jerry Springer,0.16401972625438188,0.11461930069137344,21.0,Safe,percent,False
3,4,Vivica A. Fox,0.006783316929940428,0.011536894532763693,24.0,Eliminated,percent,False
3,4,Monique Coleman,0.12210488898621248,0.18200336934295372,24.0,Safe,percent,False
3,4,Joey Lawrence,0.1453175210384683,0.10679723883958418,27.0,Safe,percent,False
3,4,Mario Lopez,0.22577439578044797,0.1590036314689284,29.0,Safe,percent,False
3,4,Emmitt Smith,0.0992806053821019,0.07748289794956051,24.0,Safe,percent,False
3,4,Willa Ford,0.120651598797109,0.08788877964123494,28.0,Safe,percent,False
3,4,Sara Evans,0.12686886623315904,0.09956233247682107,20.0,Safe,percent,False
3,4,Jerry Springer,0.15321880685255987,0.12275901461381655,22.0,Safe,percent,False
3,5,Monique Coleman,0.10973822484853452,0.1276517342440099,27.0,Safe,percent,False
3,5,Joey Lawrence,0.19163486195584864,0.12685847103522072,25.0,Safe,percent,False
3,5,Mario Lopez,0.17746900189473203,0.12894925216616757,27.0,Safe,percent,False
3,5,Emmitt Smith,0.12747462796543255,0.08958921070615003,27.0,Safe,percent,False
3,5,Willa Ford,0.014309991839213788,0.01671289810496932,27.0,Eliminated,percent,False
3,5,Sara Evans,0.2153312164321894,0.14686879243813708,24.0,Safe,percent,False
3,5,Jerry Springer,0.16404207506404858,0.11051177596342224,24.0,Safe,percent,False
3,6,Monique Coleman,0.13432005453338733,0.1483588965102903,23.0,Safe,percent,False
3,6,Joey Lawrence,0.25082808988196004,0.17058199707022312,24.0,Safe,percent,False
3,6,Mario Lopez,0.24033806924901666,0.18984255637652964,28.0,Safe,percent,False
3,6,Emmitt Smith,0.16387452693174462,0.11819891752546466,25.0,Safe,percent,False
3,6,Jerry Springer,0.21063925940389056,0.14070723395810775,18.0,Safe,percent,False
3,7,Monique Coleman,0.18728755207233397,0.13745841728375546,27.0,Safe,percent,False
3,7,Joey Lawrence,0.32967390535367563,0.1856551801839511,28.5,Safe,percent,False
3,7,Mario Lopez,0.21719083321223925,0.17564383278188797,28.0,Safe,percent,False
3,7,Emmitt Smith,0.2078736277936867,0.12250347939167439,28.5,Safe,percent,False
3,7,Jerry Springer,0.05797408156806337,0.04113919014326708,23.0,Eliminated,percent,False
3,8,Monique Coleman,0.07209482363565985,0.05596619883596823,26.5,Eliminated,percent,False
3,8,Joey Lawrence,0.35831954406109234,0.1997099980367083,27.0,Safe,percent,False
3,8,Mario Lopez,0.2988040285866907,0.1851919160122613,28.5,Safe,percent,False
3,8,Emmitt Smith,0.27078160371655646,0.1399485814400333,27.0,Safe,percent,False
3,9,Joey Lawrence,0.3904235126056561,0.2227944758870188,29.5,Safe,percent,False
3,9,Mario Lopez,0.3186246508310595,0.19984894158437527,29.5,Safe,percent,False
3,9,Emmitt Smith,0.2909518365632828,0.16096757843242737,29.5,Safe,percent,False
3,10,Mario Lopez,0.5063829257063044,0.23170394401281857,29.666600000000003,Safe,percent,False
3,10,Emmitt Smith,0.49361707429369517,0.23170394401281863,29.666600000000003,Safe,percent,False
4,1,John Ratzenberger,0.08959512224368596,0.08985072065488094,17.0,Safe,percent,False
4,1,Ian Ziering,0.08926045997703291,0.09139451507198591,21.0,Safe,percent,False
4,1,Clyde Drexler,0.09353483221856289,0.09478480223025249,16.0,Safe,percent,False
4,1,Laila Ali,0.08901462415023657,0.0896804335917435,23.0,Safe,percent,False
4,1,Apolo Anton Ohno,0.09460072937362636,0.09120496685087136,21.0,Safe,percent,False
4,1,Shandi Finnessey,0.08858457087687487,0.09299342603669725,19.0,Safe,percent,False
4,1,Paulina Porizkova,0.08876163992240407,0.09328112212097896,19.0,Safe,percent,False
4,1,Heather Mills,0.09239118709057953,0.09067655471038254,18.0,Safe,percent,False
4,1,Billy Ray Cyrus,0.08992208595755072,0.09081038509081359,13.0,Safe,percent,False
4,1,Joey Fatone,0.09166708348721893,0.09142968787609601,24.0,Safe,percent,False
4,1,Leeza Gibbons,0.09266766470222698,0.09072871381337506,15.0,Safe,percent,False
4,2,John Ratzenberger,0.10349210890854615,0.10284086715870396,21.0,Safe,percent,False
4,2,Ian Ziering,0.09049584322306585,0.09284153680184444,22.0,Safe,percent,False
4,2,Clyde Drexler,0.13434377762025806,0.1057472301587514,18.0,Safe,percent,False
4,2,Laila Ali,0.08641767726218343,0.11106228900296027,27.0,Safe,percent,False
4,2,Apolo Anton Ohno,0.09646695723746447,0.10979994472066038,26.0,Safe,percent,False
4,2,Shandi Finnessey,0.12322910522048112,0.10147895395097982,20.0,Safe,percent,False
4,2,Paulina Porizkova,0.0025071441266461742,0.004840536210363278,21.0,Eliminated,percent,False
4,2,Heather Mills,0.09139700294454069,0.10330437726026671,24.0,Safe,percent,False
4,2,Billy Ray Cyrus,0.09525759698634444,0.09124589762522117,21.0,Safe,percent,False
4,2,Joey Fatone,0.07679751266408498,0.07899256055041133,24.0,Safe,percent,False
4,2,Leeza Gibbons,0.09959527380638575,0.0889586505409212,21.0,Safe,percent,False
4,3,John Ratzenberger,0.08811777586849937,0.09504423868737803,20.0,Safe,percent,False
4,3,Ian Ziering,0.0841386699755662,0.1049056205267703,24.0,Safe,percent,False
4,3,Clyde Drexler,0.1493481079369544,0.12805872836895937,16.0,Safe,percent,False
4,3,Laila Ali,0.1614872959112365,0.152702536792192,21.0,Safe,percent,False
4,3,Apolo Anton Ohno,0.09397312492173357,0.10448355503184446,23.0,Safe,percent,False
4,3,Shandi Finnessey,0.005648663628414175,0.006008365098227526,21.0,Eliminated,percent,False
4,3,Heather Mills,0.08506567288999353,0.10495894978440472,24.0,Safe,percent,False
4,3,Billy Ray Cyrus,0.15111862496867565,0.12641619787050803,21.0,Safe,percent,False
4,3,Joey Fatone,0.08534419914253705,0.08492686276489333,24.0,Safe,percent,False
4,3,Leeza Gibbons,0.09575786475638912,0.09078715455407226,24.0,Safe,percent,False
4,4,John Ratzenberger,0.12406012251993309,0.11021283051690106,16.0,Safe,percent,False
4,4,Ian Ziering,0.11744101264303272,0.12507793434944167,24.0,Safe,percent,False
4,4,Clyde Drexler,0.16274880093302185,0.13166047718253707,15.0,Safe,percent,False
4,4,Laila Ali,0.16799901930388722,0.17820862678400864,21.0,Safe,percent,False
4,4,Apolo Anton Ohno,0.11450394161924882,0.10701423605341522,26.0,Safe,percent,False
4,4,Heather Mills,0.06369047227152246,0.08344556384807901,23.0,Safe,percent,False
4,4,Billy Ray Cyrus,0.16741171990656956,0.14567492986690753,21.0,Safe,percent,False
4,4,Joey Fatone,0.07041963227356803,0.07977221549267519,28.0,Safe,percent,False
4,4,Leeza Gibbons,0.011725278529216177,0.014787207428391387,16.0,Eliminated,percent,False
4,5,John Ratzenberger,0.1439269093743036,0.12667626576713045,18.0,Safe,percent,False
4,5,Ian Ziering,0.09643763597846118,0.11290830056724667,24.0,Safe,percent,False
4,5,Clyde Drexler,0.030858828191550298,0.01895047333626415,13.0,Eliminated,percent,False
4,5,Laila Ali,0.24699812316573713,0.21355252312490897,28.0,Safe,percent,False
4,5,Apolo Anton Ohno,0.10879727403256753,0.10725693856608269,30.0,Safe,percent,False
4,5,Heather Mills,0.07852554993275308,0.10684457775542718,21.0,Safe,percent,False
4,5,Billy Ray Cyrus,0.22335173126371868,0.17524938696156703,17.0,Safe,percent,False
4,5,Joey Fatone,0.07110394806090731,0.0905869295502933,25.0,Safe,percent,False
4,6,John Ratzenberger,0.16643660138400784,0.1324077187038257,19.0,Safe,percent,False
4,6,Ian Ziering,0.122547938546715,0.12051672248282745,24.0,Safe,percent,False
4,6,Laila Ali,0.16369863193232007,0.133811932322684,28.0,Safe,percent,False
4,6,Apolo Anton Ohno,0.13562499489878854,0.1100366307785898,28.0,Safe,percent,False
4,6,Heather Mills,0.005774111611358785,0.011817877865645351,23.0,Eliminated,percent,False
4,6,Billy Ray Cyrus,0.3305133452356184,0.18805869659057153,21.0,Safe,percent,False
4,6,Joey Fatone,0.07540437639118983,0.09953286015686216,27.0,Safe,percent,False
4,7,John Ratzenberger,0.03928046708442328,0.024427413724705905,22.5,Eliminated,percent,False
4,7,Ian Ziering,0.154073209170371,0.14425781045674257,27.0,Safe,percent,False
4,7,Laila Ali,0.17253374263429425,0.15085244503103484,29.5,Safe,percent,False
4,7,Apolo Anton Ohno,0.1726183870653563,0.11808606572162317,27.0,Safe,percent,False
4,7,Billy Ray Cyrus,0.342426905469829,0.18719376264848075,19.0,Safe,percent,False
4,7,Joey Fatone,0.11906728857572597,0.12337003811197035,29.5,Safe,percent,False
4,8,Ian Ziering,0.31840377722858676,0.1581649372934102,23.5,Safe,percent,False
4,8,Laila Ali,0.2039709364301964,0.1314515272005806,26.5,Safe,percent,False
4,8,Apolo Anton Ohno,0.20509856794494694,0.13768975423840032,29.0,Safe,percent,False
4,8,Billy Ray Cyrus,0.08457400689730847,0.0382145860957742,19.0,Eliminated,percent,False
4,8,Joey Fatone,0.18795271149896284,0.14763257977533295,27.5,Safe,percent,False
4,9,Ian Ziering,0.09531326918611716,0.06582634268825188,29.0,Eliminated,percent,False
4,9,Laila Ali,0.35103001928161637,0.1872203904846763,30.0,Safe,percent,False
4,9,Apolo Anton Ohno,0.2764123190060006,0.15974919520715045,29.5,Safe,percent,False
4,9,Joey Fatone,0.27724439252626437,0.14094251745944628,30.0,Safe,percent,False
4,10,Laila Ali,0.38148545664379263,0.1911549894619714,28.333200000000005,Safe,percent,False
4,10,Apolo Anton Ohno,0.3126939888963185,0.18616288563096897,29.3332,Safe,percent,False
4,10,Joey Fatone,0.3058205544598884,0.1628682114460894,28.6665,Safe,percent,False
5,1,Cameron Mathison,0.09069556154426028,0.09019292832519704,21.0,Safe,percent,False
5,1,Jane Seymour,0.08552472882795059,0.08180920496594675,24.0,Safe,percent,False
5,1,Sabrina Bryan,0.08530161548528183,0.0852103509711698,26.0,Safe,percent,False
5,1,Jennie Garth,0.0876138403673201,0.08287978624806035,21.0,Safe,percent,False
5,1,Floyd Mayweather Jr. ,0.09522790704594283,0.08622914057129812,18.0,Safe,percent,False
5,1,Josie Maran,0.007901956715603372,0.008474477505825768,16.0,Eliminated,percent,False
5,1,Albert Reed,0.0996543083568825,0.1005445132466787,21.0,Safe,percent,False
5,1,Helio Castroneves,0.08588472193879797,0.09056425144062646,25.0,Safe,percent,False
5,1,Mel B,0.08631505082380636,0.08653244646369283,24.0,Safe,percent,False
5,1,Wayne Newton,0.09932809518540245,0.09368060090254131,19.0,Safe,percent,False
5,1,Marie Osmond,0.08573165629792462,0.0901207136958388,21.0,Safe,percent,False
5,1,Mark Cuban,0.09082055741082637,0.09194589299054998,21.0,Safe,percent,False
5,2,Cameron Mathison,0.11367863012183124,0.11170191261618778,21.0,Safe,percent,False
5,2,Jane Seymour,0.10674090567399419,0.09651718988061488,21.0,Safe,percent,False
5,2,Sabrina Bryan,0.08022663649724583,0.08279401880363577,26.0,Safe,percent,False
5,2,Jennie Garth,0.09147771919104243,0.07854456261662483,21.0,Safe,percent,False
5,2,Floyd Mayweather Jr. ,0.10381226748788171,0.1090236408678256,21.0,Safe,percent,False
5,2,Albert Reed,0.0037300867787457767,0.005372714151284085,21.0,Eliminated,percent,False
5,2,Helio Castroneves,0.08563090961888221,0.09731102020259644,27.0,Safe,percent,False
5,2,Mel B,0.0765260971945209,0.06864958885506768,23.0,Safe,percent,False
5,2,Wayne Newton,0.1431589540198398,0.10379387765053508,15.0,Safe,percent,False
5,2,Marie Osmond,0.0769748515062552,0.07030498813231509,24.0,Safe,percent,False
5,2,Mark Cuban,0.11804294190976113,0.0840003859729964,18.0,Safe,percent,False
5,3,Cameron Mathison,0.12017280085868513,0.11246813724507637,23.0,Safe,percent,False
5,3,Jane Seymour,0.10631233027947816,0.09214864692477812,27.0,Safe,percent,False
5,3,Sabrina Bryan,0.08369032639058825,0.08879842957761609,27.0,Safe,percent,False
5,3,Jennie Garth,0.09311350293442933,0.08504428769603017,26.0,Safe,percent,False
5,3,Floyd Mayweather Jr. ,0.1527560757223507,0.12826177242017398,21.0,Safe,percent,False
5,3,Helio Castroneves,0.1292531907984565,0.12519563979915718,24.0,Safe,percent,False
5,3,Mel B,0.06959265483139698,0.07952038451891644,27.0,Safe,percent,False
5,3,Wayne Newton,0.021298795741179672,0.01028612443461055,18.0,Eliminated,percent,False
5,3,Marie Osmond,0.08561415597952107,0.08797802899860356,26.0,Safe,percent,False
5,3,Mark Cuban,0.13819616646391272,0.09641703499633253,20.0,Safe,percent,False
5,4,Cameron Mathison,0.10252329662741419,0.09723767472693895,27.0,Safe,percent,False
5,4,Jane Seymour,0.09536338604788025,0.07949232889138821,26.0,Safe,percent,False
5,4,Sabrina Bryan,0.12857584493870156,0.10443163961749645,30.0,Safe,percent,False
5,4,Jennie Garth,0.11719443212902683,0.10115644097331701,27.0,Safe,percent,False
5,4,Floyd Mayweather Jr. ,0.007507001025826029,0.011103188723389617,23.0,Eliminated,percent,False
5,4,Helio Castroneves,0.16312998463221845,0.15175752266156403,27.0,Safe,percent,False
5,4,Mel B,0.10681706217628373,0.09817748946436139,26.0,Safe,percent,False
5,4,Marie Osmond,0.14175223683964505,0.16133501513916568,26.0,Safe,percent,False
5,4,Mark Cuban,0.13713675558300442,0.08929508578885836,22.0,Safe,percent,False
5,5,Cameron Mathison,0.12930034399255913,0.1101523805209874,26.0,Safe,percent,False
5,5,Jane Seymour,0.09098575421012177,0.09739817301750363,26.0,Safe,percent,False
5,5,Sabrina Bryan,0.16818166113811817,0.1315952265874279,28.0,Safe,percent,False
5,5,Jennie Garth,0.10256051955035514,0.09575745376684093,25.0,Safe,percent,False
5,5,Helio Castroneves,0.3109668154922397,0.14905169138269153,23.0,Safe,percent,False
5,5,Mel B,0.1191972056096882,0.10616262655625172,29.0,Safe,percent,False
5,5,Marie Osmond,0.06256759423837951,0.050308973245603295,21.0,Safe,percent,False
5,5,Mark Cuban,0.01624010576853786,0.015924347546937615,21.0,Eliminated,percent,False
5,6,Cameron Mathison,0.16740486158542764,0.14904213121171045,25.0,Safe,percent,False
5,6,Jane Seymour,0.14073709016967756,0.07785738840895715,22.0,Safe,percent,False
5,6,Sabrina Bryan,0.013345279835119782,0.015813464186911024,25.0,Eliminated,percent,False
5,6,Jennie Garth,0.1511870780748281,0.09682651168509891,27.0,Safe,percent,False
5,6,Helio Castroneves,0.35485359585102183,0.1685866320850802,28.0,Safe,percent,False
5,6,Mel B,0.07605991816833775,0.07442381556172656,30.0,Safe,percent,False
5,6,Marie Osmond,0.09641217631558663,0.0644274030575275,23.0,Safe,percent,False
5,7,Cameron Mathison,0.13318829160442053,0.10271279752575974,25.5,Safe,percent,False
5,7,Jane Seymour,0.03744538499019736,0.026847200842680663,25.0,Eliminated,percent,False
5,7,Jennie Garth,0.20819243159165618,0.10964539949629502,26.5,Safe,percent,False
5,7,Helio Castroneves,0.3395610148422975,0.17819723239461635,26.0,Safe,percent,False
5,7,Mel B,0.15985355232410867,0.1039916882584234,27.0,Safe,percent,False
5,7,Marie Osmond,0.12175932464732142,0.07850644936641596,26.0,Safe,percent,False
5,8,Cameron Mathison,0.0457371321173112,0.03356951400983752,25.5,Eliminated,percent,False
5,8,Jennie Garth,0.2518043697157016,0.12334026444254026,25.0,Safe,percent,False
5,8,Helio Castroneves,0.351460873843063,0.17732939301599676,28.5,Safe,percent,False
5,8,Mel B,0.1969541969740987,0.12307930615527264,28.0,Safe,percent,False
5,8,Marie Osmond,0.15404342734982562,0.08808784879172997,24.5,Safe,percent,False
5,9,Jennie Garth,0.1028174573211872,0.057481733382672956,29.0,Eliminated,percent,False
5,9,Helio Castroneves,0.431189845483811,0.181633151936312,30.0,Safe,percent,False
5,9,Mel B,0.2411969349520446,0.13968483130563625,30.0,Safe,percent,False
5,9,Marie Osmond,0.22479576224295805,0.08988225915323478,28.0,Safe,percent,False
5,10,Helio Castroneves,0.47452371910949437,0.18913788801740988,27.999900000000004,Safe,percent,False
5,10,Mel B,0.2729005245521609,0.17110626541743115,28.333199999999998,Safe,percent,False
5,10,Marie Osmond,0.2525757563383445,0.11788859757682582,23.0,Safe,percent,False
6,1,Cristian de la Fuente,0.08117646294301736,0.0837254698303486,21.0,Safe,percent,False
6,1,Steve Guttenberg,0.0812163412696426,0.08202219561240046,18.0,Safe,percent,False
6,1,Priscilla Presley,0.08473528536023445,0.08546221977137161,24.0,Safe,percent,False
6,1,Marlee Matlin,0.08378736775653532,0.08645949472222433,22.0,Safe,percent,False
6,1,Shannon Elizabeth,0.08483427130023216,0.08602126516708926,21.0,Safe,percent,False
6,1,Marissa Jaret Winokur,0.082368334796845,0.08343815131014314,18.0,Safe,percent,False
6,1,Jason Taylor,0.0848928082123092,0.0852058135291128,22.0,Safe,percent,False
6,1,Kristi Yamaguchi,0.08343752689104168,0.08539549123281812,27.0,Safe,percent,False
6,1,Monica Seles,0.08208216962368876,0.08329237393570485,15.0,Safe,percent,False
6,1,Penn Jillette,0.08388595559752272,0.08478059064220328,16.0,Safe,percent,False
6,1,Adam Carolla,0.08519983221163165,0.08408459367548644,15.0,Safe,percent,False
6,1,Mario,0.08238364403729834,0.08410674697955635,24.0,Safe,percent,False
6,2,Cristian de la Fuente,0.08911814123100668,0.1009286005190686,20.0,Safe,percent,False
6,2,Steve Guttenberg,0.09932343466616449,0.09806196418139157,16.0,Safe,percent,False
6,2,Priscilla Presley,0.09063862255654898,0.10672993450493917,21.0,Safe,percent,False
6,2,Marlee Matlin,0.08385116670039526,0.09519819642383849,24.0,Safe,percent,False
6,2,Shannon Elizabeth,0.08504739332496648,0.09637204005380033,24.0,Safe,percent,False
6,2,Marissa Jaret Winokur,0.08778410801234979,0.09294139337913108,21.0,Safe,percent,False
6,2,Jason Taylor,0.09532091493835633,0.1017452642185952,27.0,Safe,percent,False
6,2,Kristi Yamaguchi,0.08490294727620214,0.09151576915894832,27.0,Safe,percent,False
6,2,Monica Seles,0.00534816291681392,0.008252517379798555,15.0,Eliminated,percent,False
6,2,Penn Jillette,0.09934523105207896,0.09772227609702189,17.0,Eliminated,percent,False
6,2,Adam Carolla,0.09107836089047205,0.09170462693574395,19.0,Safe,percent,False
6,2,Mario,0.08824151643464448,0.1000507507500668,26.0,Safe,percent,False
6,3,Cristian de la Fuente,0.09504295671434869,0.11620592374397831,25.0,Safe,percent,False
