Season,Celebrity,Week,Judge_Score_Total,Num_Judges,Status,Eliminated_Week_Idx,Judge_Share,Judge_Rank,Num_Contestants,Judge_Rank_Norm
2,Lisa Rinna,4,26.0,3,Safe,7,0.16455696202531644,2.0,7,0.2857142857142857
2,Stacy Keibler,4,26.0,3,Safe,11,0.16455696202531644,2.0,7,0.2857142857142857
2,Jerry Rice,4,24.0,3,Safe,11,0.1518987341772152,5.0,7,0.7142857142857143
2,Master P,4,8.0,3,Eliminated,4,0.05063291139240506,7.0,7,1.0
2,Drew Lachey,4,28.0,3,Safe,11,0.17721518987341772,1.0,7,0.14285714285714285
2,Tia Carrere,5,22.0,3,Eliminated,5,0.1456953642384106,6.0,6,1.0
2,George Hamilton,5,24.0,3,Safe,6,0.15894039735099338,4.0,6,0.6666666666666666
2,Lisa Rinna,5,25.0,3,Safe,7,0.16556291390728478,3.0,6,0.5
2,Stacy Keibler,5,30.0,3,Safe,11,0.1986754966887417,1.0,6,0.16666666666666666
2,Jerry Rice,5,23.0,3,Safe,11,0.152317880794702,5.0,6,0.8333333333333334
2,Drew Lachey,5,27.0,3,Safe,11,0.17880794701986755,2.0,6,0.3333333333333333
2,George Hamilton,6,23.0,3,Eliminated,6,0.17293233082706766,4.0,5,0.8
2,Lisa Rinna,6,27.0,3,Safe,7,0.20300751879699247,3.0,5,0.6
2,Stacy Keibler,6,30.0,3,Safe,11,0.22556390977443608,1.0,5,0.2
2,Jerry Rice,6,23.0,3,Safe,11,0.17293233082706766,4.0,5,0.8
2,Drew Lachey,6,30.0,3,Safe,11,0.22556390977443608,1.0,5,0.2
2,Lisa Rinna,7,26.5,3,Eliminated,7,0.25980392156862747,3.0,4,0.75
2,Stacy Keibler,7,27.5,3,Safe,11,0.2696078431372549,1.0,4,0.25
2,Jerry Rice,7,20.5,3,Safe,11,0.20098039215686275,4.0,4,1.0
2,Drew Lachey,7,27.5,3,Safe,11,0.2696078431372549,1.0,4,0.25
2,Stacy Keibler,8,28.6665,3,Safe,11,0.33992071896021603,2.0,3,0.6666666666666666
2,Jerry Rice,8,26.666600000000003,3,Safe,11,0.31620636785880724,3.0,3,1.0
2,Drew Lachey,8,28.9998,3,Safe,11,0.34387291318097685,1.0,3,0.3333333333333333
3,Harry Hamlin,1,17.0,3,Safe,3,0.08018867924528301,8.0,11,0.7272727272727273
3,Vivica A. Fox,1,22.0,3,Safe,4,0.10377358490566038,3.0,11,0.2727272727272727
3,Monique Coleman,1,19.0,3,Safe,8,0.08962264150943396,6.0,11,0.5454545454545454
3,Joey Lawrence,1,21.0,3,Safe,11,0.09905660377358491,5.0,11,0.45454545454545453
3,Mario Lopez,1,26.0,3,Safe,11,0.12264150943396226,1.0,11,0.09090909090909091
3,Emmitt Smith,1,24.0,3,Safe,11,0.11320754716981132,2.0,11,0.18181818181818182
3,Shanna Moakler,1,18.0,3,Safe,2,0.08490566037735849,7.0,11,0.6363636363636364
3,Willa Ford,1,22.0,3,Safe,5,0.10377358490566038,3.0,11,0.2727272727272727
3,Sara Evans,1,15.0,3,Safe,11,0.07075471698113207,10.0,11,0.9090909090909091
3,Jerry Springer,1,16.0,3,Safe,7,0.07547169811320754,9.0,11,0.8181818181818182
3,Tucker Carlson,1,12.0,3,Eliminated,1,0.05660377358490566,11.0,11,1.0
3,Harry Hamlin,2,21.0,3,Safe,3,0.09130434782608696,7.0,10,0.7
3,Vivica A. Fox,2,24.0,3,Safe,4,0.10434782608695652,3.0,10,0.3
3,Monique Coleman,2,26.0,3,Safe,8,0.11304347826086956,2.0,10,0.2
3,Joey Lawrence,2,29.0,3,Safe,11,0.12608695652173912,1.0,10,0.1
3,Mario Lopez,2,21.0,3,Safe,11,0.09130434782608696,7.0,10,0.7
3,Emmitt Smith,2,24.0,3,Safe,11,0.10434782608695652,3.0,10,0.3
3,Shanna Moakler,2,22.0,3,Eliminated,2,0.09565217391304348,6.0,10,0.6
3,Willa Ford,2,23.0,3,Safe,5,0.1,5.0,10,0.5
3,Sara Evans,2,21.0,3,Safe,11,0.09130434782608696,7.0,10,0.7
3,Jerry Springer,2,19.0,3,Safe,7,0.08260869565217391,10.0,10,1.0
3,Harry Hamlin,3,22.0,3,Eliminated,3,0.10628019323671498,4.0,9,0.4444444444444444
3,Vivica A. Fox,3,27.0,3,Safe,4,0.13043478260869565,1.0,9,0.1111111111111111
3,Monique Coleman,3,27.0,3,Safe,8,0.13043478260869565,1.0,9,0.1111111111111111
3,Joey Lawrence,3,22.0,3,Safe,11,0.10628019323671498,4.0,9,0.4444444444444444
3,Mario Lopez,3,22.0,3,Safe,11,0.10628019323671498,4.0,9,0.4444444444444444
3,Emmitt Smith,3,19.0,3,Safe,11,0.09178743961352658,9.0,9,1.0
3,Willa Ford,3,22.0,3,Safe,5,0.10628019323671498,4.0,9,0.4444444444444444
3,Sara Evans,3,25.0,3,Safe,11,0.12077294685990338,3.0,9,0.3333333333333333
3,Jerry Springer,3,21.0,3,Safe,7,0.10144927536231885,8.0,9,0.8888888888888888
3,Vivica A. Fox,4,24.0,3,Eliminated,4,0.12121212121212122,4.0,8,0.5
3,Monique Coleman,4,24.0,3,Safe,8,0.12121212121212122,4.0,8,0.5
3,Joey Lawrence,4,27.0,3,Safe,11,0.13636363636363635,3.0,8,0.375
3,Mario Lopez,4,29.0,3,Safe,11,0.14646464646464646,1.0,8,0.125
3,Emmitt Smith,4,24.0,3,Safe,11,0.12121212121212122,4.0,8,0.5
3,Willa Ford,4,28.0,3,Safe,5,0.1414141414141414,2.0,8,0.25
3,Sara Evans,4,20.0,3,Safe,11,0.10101010101010101,8.0,8,1.0
3,Jerry Springer,4,22.0,3,Safe,7,0.1111111111111111,7.0,8,0.875
3,Monique Coleman,5,27.0,3,Safe,8,0.14917127071823205,1.0,7,0.14285714285714285
3,Joey Lawrence,5,25.0,3,Safe,11,0.13812154696132597,5.0,7,0.7142857142857143
3,Mario Lopez,5,27.0,3,Safe,11,0.14917127071823205,1.0,7,0.14285714285714285
3,Emmitt Smith,5,27.0,3,Safe,11,0.14917127071823205,1.0,7,0.14285714285714285
3,Willa Ford,5,27.0,3,Eliminated,5,0.14917127071823205,1.0,7,0.14285714285714285
3,Sara Evans,5,24.0,3,Safe,11,0.13259668508287292,6.0,7,0.8571428571428571
3,Jerry Springer,5,24.0,3,Safe,7,0.13259668508287292,6.0,7,0.8571428571428571
3,Monique Coleman,6,23.0,3,Safe,8,0.19491525423728814,4.0,5,0.8
3,Joey Lawrence,6,24.0,3,Safe,11,0.2033898305084746,3.0,5,0.6
3,Mario Lopez,6,28.0,3,Safe,11,0.23728813559322035,1.0,5,0.2
3,Emmitt Smith,6,25.0,3,Safe,11,0.211864406779661,2.0,5,0.4
3,Jerry Springer,6,18.0,3,Safe,7,0.15254237288135594,5.0,5,1.0
3,Monique Coleman,7,27.0,3,Safe,8,0.2,4.0,5,0.8
3,Joey Lawrence,7,28.5,3,Safe,11,0.2111111111111111,1.0,5,0.2
3,Mario Lopez,7,28.0,3,Safe,11,0.2074074074074074,3.0,5,0.6
3,Emmitt Smith,7,28.5,3,Safe,11,0.2111111111111111,1.0,5,0.2
3,Jerry Springer,7,23.0,3,Eliminated,7,0.17037037037037037,5.0,5,1.0
3,Monique Coleman,8,26.5,3,Eliminated,8,0.24311926605504589,4.0,4,1.0
3,Joey Lawrence,8,27.0,3,Safe,11,0.24770642201834864,2.0,4,0.5
3,Mario Lopez,8,28.5,3,Safe,11,0.26146788990825687,1.0,4,0.25
3,Emmitt Smith,8,27.0,3,Safe,11,0.24770642201834864,2.0,4,0.5
3,Joey Lawrence,9,29.5,3,Safe,11,0.3333333333333333,1.0,3,0.3333333333333333
3,Mario Lopez,9,29.5,3,Safe,11,0.3333333333333333,1.0,3,0.3333333333333333
3,Emmitt Smith,9,29.5,3,Safe,11,0.3333333333333333,1.0,3,0.3333333333333333
3,Mario Lopez,10,29.666600000000003,3,Safe,11,0.5,1.0,2,0.5
3,Emmitt Smith,10,29.666600000000003,3,Safe,11,0.5,1.0,2,0.5
4,John Ratzenberger,1,17.0,3,Safe,7,0.0825242718446602,8.0,11,0.7272727272727273
4,Ian Ziering,1,21.0,3,Safe,9,0.10194174757281553,3.0,11,0.2727272727272727
4,Clyde Drexler,1,16.0,3,Safe,5,0.07766990291262135,9.0,11,0.8181818181818182
4,Laila Ali,1,23.0,3,Safe,11,0.11165048543689321,2.0,11,0.18181818181818182
4,Apolo Anton Ohno,1,21.0,3,Safe,11,0.10194174757281553,3.0,11,0.2727272727272727
4,Shandi Finnessey,1,19.0,3,Safe,3,0.09223300970873786,5.0,11,0.45454545454545453
4,Paulina Porizkova,1,19.0,3,Safe,2,0.09223300970873786,5.0,11,0.45454545454545453
4,Heather Mills,1,18.0,3,Safe,6,0.08737864077669903,7.0,11,0.6363636363636364
4,Billy Ray Cyrus,1,13.0,3,Safe,8,0.06310679611650485,11.0,11,1.0
4,Joey Fatone,1,24.0,3,Safe,11,0.11650485436893204,1.0,11,0.09090909090909091
4,Leeza Gibbons,1,15.0,3,Safe,4,0.07281553398058252,10.0,11,0.9090909090909091
4,John Ratzenberger,2,21.0,3,Safe,7,0.08571428571428572,6.0,11,0.5454545454545454
4,Ian Ziering,2,22.0,3,Safe,9,0.08979591836734693,5.0,11,0.45454545454545453
4,Clyde Drexler,2,18.0,3,Safe,5,0.07346938775510205,11.0,11,1.0
4,Laila Ali,2,27.0,3,Safe,11,0.11020408163265306,1.0,11,0.09090909090909091
4,Apolo Anton Ohno,2,26.0,3,Safe,11,0.10612244897959183,2.0,11,0.18181818181818182
4,Shandi Finnessey,2,20.0,3,Safe,3,0.08163265306122448,10.0,11,0.9090909090909091
4,Paulina Porizkova,2,21.0,3,Eliminated,2,0.08571428571428572,6.0,11,0.5454545454545454
4,Heather Mills,2,24.0,3,Safe,6,0.09795918367346938,3.0,11,0.2727272727272727
4,Billy Ray Cyrus,2,21.0,3,Safe,8,0.08571428571428572,6.0,11,0.5454545454545454
4,Joey Fatone,2,24.0,3,Safe,11,0.09795918367346938,3.0,11,0.2727272727272727
4,Leeza Gibbons,2,21.0,3,Safe,4,0.08571428571428572,6.0,11,0.5454545454545454
4,John Ratzenberger,3,20.0,3,Safe,7,0.09174311926605505,9.0,10,0.9
4,Ian Ziering,3,24.0,3,Safe,9,0.11009174311926606,1.0,10,0.1
4,Clyde Drexler,3,16.0,3,Safe,5,0.07339449541284404,10.0,10,1.0
4,Laila Ali,3,21.0,3,Safe,11,0.0963302752293578,6.0,10,0.6
4,Apolo Anton Ohno,3,23.0,3,Safe,11,0.10550458715596331,5.0,10,0.5
4,Shandi Finnessey,3,21.0,3,Eliminated,3,0.0963302752293578,6.0,10,0.6
4,Heather Mills,3,24.0,3,Safe,6,0.11009174311926606,1.0,10,0.1
4,Billy Ray Cyrus,3,21.0,3,Safe,8,0.0963302752293578,6.0,10,0.6
4,Joey Fatone,3,24.0,3,Safe,11,0.11009174311926606,1.0,10,0.1
4,Leeza Gibbons,3,24.0,3,Safe,4,0.11009174311926606,1.0,10,0.1
4,John Ratzenberger,4,16.0,3,Safe,7,0.08421052631578947,7.0,9,0.7777777777777778
4,Ian Ziering,4,24.0,3,Safe,9,0.12631578947368421,3.0,9,0.3333333333333333
4,Clyde Drexler,4,15.0,3,Safe,5,0.07894736842105263,9.0,9,1.0
4,Laila Ali,4,21.0,3,Safe,11,0.11052631578947368,5.0,9,0.5555555555555556
4,Apolo Anton Ohno,4,26.0,3,Safe,11,0.1368421052631579,2.0,9,0.2222222222222222
4,Heather Mills,4,23.0,3,Safe,6,0.12105263157894737,4.0,9,0.4444444444444444
4,Billy Ray Cyrus,4,21.0,3,Safe,8,0.11052631578947368,5.0,9,0.5555555555555556
4,Joey Fatone,4,28.0,3,Safe,11,0.14736842105263157,1.0,9,0.1111111111111111
4,Leeza Gibbons,4,16.0,3,Eliminated,4,0.08421052631578947,7.0,9,0.7777777777777778
4,John Ratzenberger,5,18.0,3,Safe,7,0.10227272727272728,6.0,8,0.75
4,Ian Ziering,5,24.0,3,Safe,9,0.13636363636363635,4.0,8,0.5
4,Clyde Drexler,5,13.0,3,Eliminated,5,0.07386363636363637,8.0,8,1.0
4,Laila Ali,5,28.0,3,Safe,11,0.1590909090909091,2.0,8,0.25
4,Apolo Anton Ohno,5,30.0,3,Safe,11,0.17045454545454544,1.0,8,0.125
4,Heather Mills,5,21.0,3,Safe,6,0.11931818181818182,5.0,8,0.625
4,Billy Ray Cyrus,5,17.0,3,Safe,8,0.09659090909090909,7.0,8,0.875
4,Joey Fatone,5,25.0,3,Safe,11,0.14204545454545456,3.0,8,0.375
4,John Ratzenberger,6,19.0,3,Safe,7,0.11176470588235295,7.0,7,1.0
4,Ian Ziering,6,24.0,3,Safe,9,0.1411764705882353,4.0,7,0.5714285714285714
4,Laila Ali,6,28.0,3,Safe,11,0.16470588235294117,1.0,7,0.14285714285714285
4,Apolo Anton Ohno,6,28.0,3,Safe,11,0.16470588235294117,1.0,7,0.14285714285714285
4,Heather Mills,6,23.0,3,Eliminated,6,0.13529411764705881,5.0,7,0.7142857142857143
4,Billy Ray Cyrus,6,21.0,3,Safe,8,0.12352941176470589,6.0,7,0.8571428571428571
4,Joey Fatone,6,27.0,3,Safe,11,0.1588235294117647,3.0,7,0.42857142857142855
4,John Ratzenberger,7,22.5,3,Eliminated,7,0.14563106796116504,5.0,6,0.8333333333333334
4,Ian Ziering,7,27.0,3,Safe,9,0.17475728155339806,3.0,6,0.5
4,Laila Ali,7,29.5,3,Safe,11,0.19093851132686085,1.0,6,0.16666666666666666
4,Apolo Anton Ohno,7,27.0,3,Safe,11,0.17475728155339806,3.0,6,0.5
4,Billy Ray Cyrus,7,19.0,3,Safe,8,0.12297734627831715,6.0,6,1.0
4,Joey Fatone,7,29.5,3,Safe,11,0.19093851132686085,1.0,6,0.16666666666666666
4,Ian Ziering,8,23.5,3,Safe,9,0.18725099601593626,4.0,5,0.8
4,Laila Ali,8,26.5,3,Safe,11,0.21115537848605578,3.0,5,0.6
4,Apolo Anton Ohno,8,29.0,3,Safe,11,0.23107569721115537,1.0,5,0.2
4,Billy Ray Cyrus,8,19.0,3,Eliminated,8,0.15139442231075698,5.0,5,1.0
4,Joey Fatone,8,27.5,3,Safe,11,0.21912350597609562,2.0,5,0.4
4,Ian Ziering,9,29.0,3,Eliminated,9,0.24472573839662448,4.0,4,1.0
4,Laila Ali,9,30.0,3,Safe,11,0.25316455696202533,1.0,4,0.25
4,Apolo Anton Ohno,9,29.5,3,Safe,11,0.2489451476793249,3.0,4,0.75
4,Joey Fatone,9,30.0,3,Safe,11,0.25316455696202533,1.0,4,0.25
4,Laila Ali,10,28.333200000000005,3,Safe,11,0.3281854310465651,3.0,3,1.0
4,Apolo Anton Ohno,10,29.3332,3,Safe,11,0.33976850076853665,1.0,3,0.3333333333333333
4,Joey Fatone,10,28.6665,3,Safe,11,0.3320460681848982,2.0,3,0.6666666666666666
5,Cameron Mathison,1,21.0,3,Safe,8,0.08171206225680934,5.0,12,0.4166666666666667
5,Jane Seymour,1,24.0,3,Safe,7,0.0933852140077821,3.0,12,0.25
5,Sabrina Bryan,1,26.0,3,Safe,6,0.10116731517509728,1.0,12,0.08333333333333333
5,Jennie Garth,1,21.0,3,Safe,9,0.08171206225680934,5.0,12,0.4166666666666667
5,Floyd Mayweather Jr. ,1,18.0,3,Safe,4,0.07003891050583658,11.0,12,0.9166666666666666
5,Josie Maran,1,16.0,3,Eliminated,1,0.0622568093385214,12.0,12,1.0
5,Albert Reed,1,21.0,3,Safe,2,0.08171206225680934,5.0,12,0.4166666666666667
5,Helio Castroneves,1,25.0,3,Safe,11,0.09727626459143969,2.0,12,0.16666666666666666
5,Mel B,1,24.0,3,Safe,11,0.0933852140077821,3.0,12,0.25
5,Wayne Newton,1,19.0,3,Safe,3,0.07392996108949416,10.0,12,0.8333333333333334
5,Marie Osmond,1,21.0,3,Safe,11,0.08171206225680934,5.0,12,0.4166666666666667
5,Mark Cuban,1,21.0,3,Safe,5,0.08171206225680934,5.0,12,0.4166666666666667
5,Cameron Mathison,2,21.0,3,Safe,8,0.08823529411764706,5.0,11,0.45454545454545453
5,Jane Seymour,2,21.0,3,Safe,7,0.08823529411764706,5.0,11,0.45454545454545453
5,Sabrina Bryan,2,26.0,3,Safe,6,0.1092436974789916,2.0,11,0.18181818181818182
5,Jennie Garth,2,21.0,3,Safe,9,0.08823529411764706,5.0,11,0.45454545454545453
5,Floyd Mayweather Jr. ,2,21.0,3,Safe,4,0.08823529411764706,5.0,11,0.45454545454545453
5,Albert Reed,2,21.0,3,Eliminated,2,0.08823529411764706,5.0,11,0.45454545454545453
5,Helio Castroneves,2,27.0,3,Safe,11,0.1134453781512605,1.0,11,0.09090909090909091
5,Mel B,2,23.0,3,Safe,11,0.09663865546218488,4.0,11,0.36363636363636365
5,Wayne Newton,2,15.0,3,Safe,3,0.06302521008403361,11.0,11,1.0
5,Marie Osmond,2,24.0,3,Safe,11,0.10084033613445378,3.0,11,0.2727272727272727
5,Mark Cuban,2,18.0,3,Safe,5,0.07563025210084033,10.0,11,0.9090909090909091
5,Cameron Mathison,3,23.0,3,Safe,8,0.09623430962343096,7.0,10,0.7
5,Jane Seymour,3,27.0,3,Safe,7,0.11297071129707113,1.0,10,0.1
5,Sabrina Bryan,3,27.0,3,Safe,6,0.11297071129707113,1.0,10,0.1
5,Jennie Garth,3,26.0,3,Safe,9,0.1087866108786611,4.0,10,0.4
5,Floyd Mayweather Jr. ,3,21.0,3,Safe,4,0.08786610878661087,8.0,10,0.8
5,Helio Castroneves,3,24.0,3,Safe,11,0.100418410041841,6.0,10,0.6
5,Mel B,3,27.0,3,Safe,11,0.11297071129707113,1.0,10,0.1
5,Wayne Newton,3,18.0,3,Eliminated,3,0.07531380753138076,10.0,10,1.0
5,Marie Osmond,3,26.0,3,Safe,11,0.1087866108786611,4.0,10,0.4
5,Mark Cuban,3,20.0,3,Safe,5,0.08368200836820083,9.0,10,0.9
5,Cameron Mathison,4,27.0,3,Safe,8,0.11538461538461539,2.0,9,0.2222222222222222
5,Jane Seymour,4,26.0,3,Safe,7,0.1111111111111111,5.0,9,0.5555555555555556
5,Sabrina Bryan,4,30.0,3,Safe,6,0.1282051282051282,1.0,9,0.1111111111111111
5,Jennie Garth,4,27.0,3,Safe,9,0.11538461538461539,2.0,9,0.2222222222222222
5,Floyd Mayweather Jr. ,4,23.0,3,Eliminated,4,0.09829059829059829,8.0,9,0.8888888888888888
5,Helio Castroneves,4,27.0,3,Safe,11,0.11538461538461539,2.0,9,0.2222222222222222
5,Mel B,4,26.0,3,Safe,11,0.1111111111111111,5.0,9,0.5555555555555556
5,Marie Osmond,4,26.0,3,Safe,11,0.1111111111111111,5.0,9,0.5555555555555556
5,Mark Cuban,4,22.0,3,Safe,5,0.09401709401709402,9.0,9,1.0
5,Cameron Mathison,5,26.0,3,Safe,8,0.1306532663316583,3.0,8,0.375
5,Jane Seymour,5,26.0,3,Safe,7,0.1306532663316583,3.0,8,0.375
5,Sabrina Bryan,5,28.0,3,Safe,6,0.1407035175879397,2.0,8,0.25
5,Jennie Garth,5,25.0,3,Safe,9,0.12562814070351758,5.0,8,0.625
5,Helio Castroneves,5,23.0,3,Safe,11,0.11557788944723618,6.0,8,0.75
5,Mel B,5,29.0,3,Safe,11,0.1457286432160804,1.0,8,0.125
5,Marie Osmond,5,21.0,3,Safe,11,0.10552763819095477,7.0,8,0.875
5,Mark Cuban,5,21.0,3,Eliminated,5,0.10552763819095477,7.0,8,0.875
5,Cameron Mathison,6,25.0,3,Safe,8,0.1388888888888889,4.0,7,0.5714285714285714
5,Jane Seymour,6,22.0,3,Safe,7,0.12222222222222222,7.0,7,1.0
5,Sabrina Bryan,6,25.0,3,Eliminated,6,0.1388888888888889,4.0,7,0.5714285714285714
5,Jennie Garth,6,27.0,3,Safe,9,0.15,3.0,7,0.42857142857142855
5,Helio Castroneves,6,28.0,3,Safe,11,0.15555555555555556,2.0,7,0.2857142857142857
5,Mel B,6,30.0,3,Safe,11,0.16666666666666666,1.0,7,0.14285714285714285
5,Marie Osmond,6,23.0,3,Safe,11,0.12777777777777777,6.0,7,0.8571428571428571
5,Cameron Mathison,7,25.5,3,Safe,8,0.16346153846153846,5.0,6,0.8333333333333334
5,Jane Seymour,7,25.0,3,Eliminated,7,0.16025641025641027,6.0,6,1.0
5,Jennie Garth,7,26.5,3,Safe,9,0.16987179487179488,2.0,6,0.3333333333333333
5,Helio Castroneves,7,26.0,3,Safe,11,0.16666666666666666,3.0,6,0.5
5,Mel B,7,27.0,3,Safe,11,0.17307692307692307,1.0,6,0.16666666666666666
5,Marie Osmond,7,26.0,3,Safe,11,0.16666666666666666,3.0,6,0.5
5,Cameron Mathison,8,25.5,3,Eliminated,8,0.19391634980988592,3.0,5,0.6
5,Jennie Garth,8,25.0,3,Safe,9,0.19011406844106463,4.0,5,0.8
5,Helio Castroneves,8,28.5,3,Safe,11,0.21673003802281368,1.0,5,0.2
5,Mel B,8,28.0,3,Safe,11,0.21292775665399238,2.0,5,0.4
5,Marie Osmond,8,24.5,3,Safe,11,0.18631178707224336,5.0,5,1.0
5,Jennie Garth,9,29.0,3,Eliminated,9,0.24786324786324787,3.0,4,0.75
5,Helio Castroneves,9,30.0,3,Safe,11,0.2564102564102564,1.0,4,0.25
5,Mel B,9,30.0,3,Safe,11,0.2564102564102564,1.0,4,0.25
5,Marie Osmond,9,28.0,3,Safe,11,0.23931623931623933,4.0,4,1.0
5,Helio Castroneves,10,27.999900000000004,3,Safe,11,0.35294095402801606,2.0,3,0.6666666666666666
5,Mel B,10,28.333199999999998,3,Safe,11,0.35714222688890257,1.0,3,0.3333333333333333
5,Marie Osmond,10,23.0,3,Safe,11,0.2899168190830813,3.0,3,1.0
6,Cristian de la Fuente,1,21.0,3,Safe,11,0.08641975308641975,6.0,12,0.5
6,Steve Guttenberg,1,18.0,3,Safe,3,0.07407407407407407,8.0,12,0.6666666666666666
6,Priscilla Presley,1,24.0,3,Safe,5,0.09876543209876543,2.0,12,0.16666666666666666
6,Marlee Matlin,1,22.0,3,Safe,6,0.09053497942386832,4.0,12,0.3333333333333333
6,Shannon Elizabeth,1,21.0,3,Safe,7,0.08641975308641975,6.0,12,0.5
6,Marissa Jaret Winokur,1,18.0,3,Safe,9,0.07407407407407407,8.0,12,0.6666666666666666
6,Jason Taylor,1,22.0,3,Safe,11,0.09053497942386832,4.0,12,0.3333333333333333
6,Kristi Yamaguchi,1,27.0,3,Safe,11,0.1111111111111111,1.0,12,0.08333333333333333
6,Monica Seles,1,15.0,3,Safe,2,0.06172839506172839,11.0,12,0.9166666666666666
